snailID,gw,gh,r0,h0,a0,c0,apAngle,shellLength,apex_x,apex_y,scaleFactor
003_EXP_sxt_H,0.112039361509487,0.127989256461524,3.06089518971736,6.24072058201293,2.40594384721643,4.83479017793949,36.7920869000841,10.2010947273153,3780.44444444444,944,213.543928975269
006_EXP_sxt_H,0.0933695525026718,0.114266412635174,3.3338393039148,7.49804639927573,2.32346967747699,4.59856339270346,39.8342894375665,11.1311834383829,3709.33333333333,887.111111111112,218.074074074074
008_EXP_sxt_H,0.100653048763441,0.11963084543001,2.86672049941025,6.81670268849287,2.42039047119792,4.54083122183965,32.2904950882338,10.66030101329,3638.22222222222,972.444444444445,218.125597778059
009_EXP_sxt_H,0.0970560762522512,0.113075632735643,3.04704273071559,7.24643977232829,2.3113183231746,4.53584220087692,33.556569573337,11.0034897206795,3602.66666666667,844.444444444445,216.029058656037
010_EXP_sxt_H,0.0897187545097112,0.121359590190164,3.48625146815153,9.3736933867346,2.94807464532556,4.93613367476605,37.3215198090693,13.4551927051083,3695.11111111111,531.555555555556,214.397346583912
012_EXP_sxt_H,0.0990892559386207,0.120820873276482,3.08089856455931,7.24323275219893,2.61574000003024,4.7055863322107,30.2397677582274,11.3131299100542,3396.44444444444,702.222222222223,197.097400945658
015_EXP_sxt_H,0.098533875801548,0.11282788076229,3.62550923657973,8.68588226376593,2.78373307113322,5.17147171097773,23.7769872269697,13.2574360233849,3609.77777777778,631.111111111112,192.934170027848
016_EXP_sxt_M,0.092983277776831,0.120016198645689,3.27725838907252,8.43524608607237,2.92077566893171,4.77396219467037,31.0033370103437,12.5713763272236,3517.33333333333,680.88888888889,194.731372075054
017_EXP_sxt_M,0.0960453782378754,0.111281575911661,3.29466298794719,7.74016155806211,2.65508154198322,5.1268782973164,32.0333034910436,12.0580341873768,3389.33333333333,823.111111111112,193.181549613598
019_EXP_sxt_M,0.094747410249071,0.113937620875213,3.50787795153322,8.66840009805004,2.92485704106584,5.0824333696904,33.495652800908,12.9454075302291,3396.44444444444,744.88888888889,190.870017319797
020_EXP_sxt_M,0.104395286972917,0.125845949074418,3.0100770861602,6.79587955377761,2.75568369611156,4.84691721649592,31.1809088363464,10.9933992904067,3396.44444444444,1086.22222222222,192.526028383017
022_EXP_sxt_M,0.0996998974747288,0.12335397670549,3.7704865018872,9.28793448389764,3.10781990033965,5.11725292002692,29.7467413245934,13.7367533403892,3396.44444444444,624,196.969077670326
